DWH_REFERENZPREISE_CHE;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
11.01.2023;153.89;145.45;140.86;136.5;136.33;146.72;168.98;194.95;231.24;231.88;226.11;221.16;214.28;211.02;210.28;213.55;218.47;232.99;238.84;229.54;189.51;174.39;168.43;159.73
12.01.2023;153.89;145.45;140.86;136.5;136.33;146.72;168.98;194.95;231.24;231.88;226.11;221.16;214.28;211.02;210.28;213.55;218.47;232.99;238.84;229.54;189.51;174.39;168.43;159.73
13.01.2023;158.31;151.65;147.48;143.55;143.34;154.18;174.78;204.12;250.89;252.17;245.54;238.61;229.99;221.38;216.32;218.62;225.97;244.5;248.61;237.29;192.8;176.95;171.04;164.37
14.01.2023;164.57;158.23;153.33;148.15;145.53;148.1;155.59;166.01;175.28;182.28;180.24;177.24;172.74;167.43;164.63;166.59;174.3;190.78;195.03;191.25;178.95;166.84;164.02;157.81
15.01.2023;137.53;128.76;119.82;111.39;107.21;110.15;116.1;119.14;128.54;136.63;138.28;137.9;138.47;128.87;127.17;134;140.17;156.31;166.12;163.47;154.75;146.06;143.97;138.68
16.01.2023;133.7;118.44;115.15;108.39;113.69;138.85;175.15;217.3;244.98;245.86;239.47;233.1;226.27;220.32;224.61;226.98;236.28;250.67;260.2;249.57;225.27;208.04;193.11;180.23
17.01.2023;178.49;169.46;164.21;159.51;159.36;171.18;197.01;226.27;261.69;261.46;252.46;246.59;237.85;233.2;232.83;237.01;242.26;257.79;266.74;256.19;218.28;200.51;192.87;182.98
18.01.2023;178.49;169.46;164.21;159.51;159.36;171.18;197.01;226.27;261.69;261.46;252.46;246.59;237.85;233.2;232.83;237.01;242.26;257.79;266.74;256.19;218.28;200.51;192.87;182.98
19.01.2023;178.49;169.46;164.21;159.51;159.36;171.18;197.01;226.27;261.69;261.46;252.46;246.59;237.85;233.2;232.83;237.01;242.26;257.79;266.74;256.19;218.28;200.51;192.87;182.98
20.01.2023;179.1;171.77;166.71;162.88;162.6;175.69;199.8;229.84;271.01;270.47;263.73;255.89;245.69;237;232.33;235.3;241.68;259.63;265.74;255.04;215.17;197.68;191.14;183.01
21.01.2023;184.08;176.54;170.78;165.6;162.4;165.93;175.9;189;197.63;205.22;203.11;198.8;193.47;187.4;184.97;187.72;197.65;214.91;219.49;215.6;202.42;189.32;185.11;177.74
22.01.2023;159.83;149.83;140.75;132.42;128.29;131.32;137.94;142.24;152.89;161.28;162.05;161.83;161.91;151.84;149.2;156.39;164.78;183.37;194.46;191.46;182.09;171.38;167.71;160.88
23.01.2023;169.05;154.71;151.89;146.77;149.18;171.65;209.22;247.82;232.9;232.84;226.62;220.72;212.3;208.92;210.41;211.97;218.98;230.96;238.44;229.76;242.78;226.48;212.68;198.62
24.01.2023;193.99;184.59;178.71;173.9;173.58;187.17;215.74;245.68;232.52;231.7;224.18;219.05;211.27;207.29;207.53;211.43;216.21;228.72;236.72;228.14;237.48;219.01;210.33;198.49
25.01.2023;193.99;184.59;178.71;173.9;173.58;187.17;215.74;245.68;232.52;231.7;224.18;219.05;211.27;207.29;207.53;211.43;216.21;228.72;236.72;228.14;237.48;219.01;210.33;198.49
26.01.2023;193.99;184.59;178.71;173.9;173.58;187.17;215.74;245.68;232.52;231.7;224.18;219.05;211.27;207.29;207.53;211.43;216.21;228.72;236.72;228.14;237.48;219.01;210.33;198.49
27.01.2023;193.86;186.36;181.41;177.52;177.59;191.15;217.25;248.07;238.73;237.49;231.24;225.21;215.54;208.67;205.74;208.86;214.27;227.5;232.68;224.57;232.82;215.21;206.99;197.15
28.01.2023;199.21;191.54;185.22;180.12;176.4;180.58;192.12;205.25;214.2;220.96;219.14;213.48;206.88;200.71;198.61;202.62;213.15;229.9;235.44;231.84;218.74;207.47;200.81;191.48
29.01.2023;194.67;184.98;179.17;172.19;168.64;169.85;176.85;182.51;189.95;198.62;201.42;201.58;199.78;190.83;187.28;192.33;201.42;217.32;228.14;227.65;220.14;206.75;202.15;194.08
30.01.2023;165.04;156.9;152.92;148.94;150.14;165.06;195.61;225.23;290.94;290.72;282.19;274.93;264.86;260.07;260.62;263.15;268.81;285.46;299.5;290.21;221.39;204.79;196.37;184.22
31.01.2023;177.03;170.11;165.24;161.84;161.67;173.68;197.93;225.3;293.84;290.79;279.1;271.23;260.47;254.86;254.13;259.26;265.7;281.38;294.33;284.95;215.02;197.57;190.03;179.64
01.02.2023;202.65;194.73;189.15;185.26;185.07;198.81;226.58;257.9;293.84;290.79;279.1;271.23;260.47;254.86;254.13;259.26;265.7;281.38;294.33;284.95;246.14;226.16;217.53;205.64
02.02.2023;202.65;194.73;189.15;185.26;185.07;198.81;226.58;257.9;293.84;290.79;279.1;271.23;260.47;254.86;254.13;259.26;265.7;281.38;294.33;284.95;246.14;226.16;217.53;205.64
03.02.2023;194.71;187.46;183.07;180.43;180.71;193.99;221.74;251.29;289.99;286.07;275.39;266.66;252.05;243.23;242.43;246.82;254.1;269.83;282.15;271.61;235.91;216.76;208.87;198
04.02.2023;198.98;191;184.51;179.43;176.03;180.54;194.25;205.92;215.19;219.74;216.93;210.04;203.09;196.58;194.41;199.2;210.47;226.61;233.3;229.8;217.89;207.18;200.17;191.46
05.02.2023;192.25;183.06;177.67;172.15;168.83;170.36;176.56;184.07;191.29;198.12;197.76;197.19;192.87;183.49;180.89;186.3;197.11;215.88;227.67;227.53;220.65;205.38;200.5;191.74
06.02.2023;190.75;180.7;175.55;170.5;172.97;191.52;226.71;256.75;255.88;255.41;248.22;241.55;233.29;229.78;231.2;234.01;239.13;252.13;265.43;258.43;254.15;234.93;226.99;213.17
07.02.2023;206;198.1;192.03;189.12;189.07;203.17;231.88;261.32;264.28;260.85;250.26;242.91;232.29;227.43;227.18;231.85;238;249.88;262.92;255.84;248.51;229.98;221.56;209.22
08.02.2023;206;198.1;192.03;189.12;189.07;203.17;231.88;261.32;264.28;260.85;250.26;242.91;232.29;227.43;227.18;231.85;238;249.88;262.92;255.84;248.51;229.98;221.56;209.22
09.02.2023;206;198.1;192.03;189.12;189.07;203.17;231.88;261.32;264.28;260.85;250.26;242.91;232.29;227.43;227.18;231.85;238;249.88;262.92;255.84;248.51;229.98;221.56;209.22
10.02.2023;196.19;189.49;185.28;181.73;182.49;196.38;225.68;251.45;256.2;252.06;240.77;233.34;220.88;213.61;213.49;217.14;224.85;236.82;249.27;240.68;236.26;216.52;208.71;197.49
11.02.2023;199.99;193.09;186.66;182.17;179.05;183.51;196.45;208.16;214.76;219.28;215.71;209.1;200.8;194.56;193.51;199.07;209.32;224.39;232.14;230.06;220.44;209.31;202.01;192.85
12.02.2023;190.44;183.17;175.69;170.38;165.68;166.41;174.19;181.08;189.79;196.56;194.05;192.9;188.27;178.17;176.7;183.55;199.14;220.04;231.65;230.71;223.94;208.44;202.03;192.5
13.02.2023;181.8;171.63;166.46;161.33;163.81;184.13;218.75;247.04;247.29;245.65;238.57;233.86;225.15;222.88;225.07;228.43;233.11;244.49;256.03;249.64;243.29;226.73;219.54;206.73
14.02.2023;201.4;193.91;188.31;185.38;185.19;199;227.43;254.49;258.26;253.63;242.91;235.28;224.42;220.28;221.45;226.93;233.18;243.81;258.69;253.32;243.56;225.3;217.36;204.81
15.02.2023;201.4;193.91;188.31;185.38;185.19;199;227.43;254.49;258.26;253.63;242.91;235.28;224.42;220.28;221.45;226.93;233.18;243.81;258.69;253.32;243.56;225.3;217.36;204.81
16.02.2023;201.4;193.91;188.31;185.38;185.19;199;227.43;254.49;258.26;253.63;242.91;235.28;224.42;220.28;221.45;226.93;233.18;243.81;258.69;253.32;243.56;225.3;217.36;204.81
17.02.2023;198.99;192.91;189.5;186.17;185.94;197.74;227.38;251.18;256.93;251.21;240.14;232.75;219.12;213.12;215.64;219.71;227.05;235.99;250.29;243.35;236.32;219.29;212.1;200.29
18.02.2023;204.28;197.88;192.31;187.46;184.49;188.82;199.47;210.29;215.42;218.49;213.49;205.73;196.55;190.01;189.83;197.05;207.04;223.28;231.85;230.18;221.36;210.03;202.65;192.52
19.02.2023;187.45;179.03;172.04;165.96;162.91;163.41;172.03;179.02;185.74;190.56;183.79;180.93;175.62;164.15;162.83;171.56;191.63;215.3;229.31;228.81;222.53;207.97;200.76;190.04
20.02.2023;178.19;168.07;163.07;157.24;160.24;181.5;218.81;246.05;244.93;239.64;232.64;227.44;218.72;216.36;219.05;223.56;228.56;237.73;255.74;249.6;240.71;224.09;217.95;205.6
21.02.2023;198.93;191.79;186.39;183.02;182.88;196.79;225.41;252.56;256.52;246.84;235.67;227.88;217.33;213.43;215.47;221.56;228.83;240.59;260.69;257.7;241.56;223.02;215.82;202.98
22.02.2023;198.93;191.79;186.39;183.02;182.88;196.79;225.41;252.56;256.52;246.84;235.67;227.88;217.33;213.43;215.47;221.56;228.83;240.59;260.69;257.7;241.56;223.02;215.82;202.98
23.02.2023;198.93;191.79;186.39;183.02;182.88;196.79;225.41;252.56;256.52;246.84;235.67;227.88;217.33;213.43;215.47;221.56;228.83;240.59;260.69;257.7;241.56;223.02;215.82;202.98
24.02.2023;205.34;198.68;195.01;191.5;191.24;202.72;232.26;256.75;263.1;256.84;243.01;235.79;223.18;217.8;221.7;225.71;233.44;243.15;259.86;254.43;243.12;227.27;219.78;208.46
25.02.2023;212.74;205.9;199.88;195.41;191.45;195.7;206.24;213.09;220.7;221.86;215.15;206.38;195.45;188.87;189.1;196.19;206.18;224.55;236.36;235.78;227.15;216.01;208.49;198.42
26.02.2023;194.74;186.31;178.14;170.02;166.95;166.99;176.46;183.22;186.1;190.47;183.19;178.69;172.89;159.52;158.21;168.96;189.89;214.85;232.38;234.83;227.95;213.06;207.43;197.57
27.02.2023;186.51;175.83;172.41;167.11;169.37;191.38;228.43;257.61;261.82;250.9;239;233.77;224.56;222.12;223.76;227.83;233.67;248.46;275.63;271.75;251.72;231.19;225.39;213.88
28.02.2023;213.37;204.91;200.08;195.4;195.33;210.51;240.38;269.24;275.83;262.02;249.15;240.6;228.92;225.07;226.94;233.35;241.61;255.29;279.62;278.67;255.64;235.47;229.25;217.08
01.03.2023;220.34;211.6;206.62;201.78;201.71;217.38;248.23;278.03;277.89;263.97;251.01;242.39;230.63;226.75;228.63;235.08;243.41;257.19;281.7;280.75;263.99;243.16;236.73;224.17
02.03.2023;220.34;211.6;206.62;201.78;201.71;217.38;248.23;278.03;277.89;263.97;251.01;242.39;230.63;226.75;228.63;235.08;243.41;257.19;281.7;280.75;263.99;243.16;236.73;224.17
03.03.2023;217.19;210.02;205.08;201.4;200.86;214.47;245.07;267.61;269.34;263.51;248.57;241.73;227.3;221.92;225.16;229.89;238.27;250.55;269.38;264.88;256.63;239.95;232.83;222.21
04.03.2023;220.84;213.64;207;203.69;199.3;204.05;213.94;221.57;228.99;229.04;218.79;210.13;200.03;190.98;191.93;198.54;208.77;231.38;244.72;244.35;235.06;219.36;213.97;205.05
05.03.2023;198.37;187.64;180.32;170.61;166.55;166.71;176.15;180.65;184.36;186.33;174.43;171.01;167.88;153.41;149.12;158.08;177.58;216.48;243.03;248.36;240.49;224.03;216.96;207.02
06.03.2023;197.4;187.61;182.15;177.79;180.69;202.4;239.08;268.45;267.89;254.21;241.78;236.14;227.01;225.38;227.2;231.85;239.67;254.35;284.99;284.48;265.24;242.41;234.32;223.05
07.03.2023;218.43;209.43;204.73;200.05;200.07;215.43;246.6;273.93;273.78;258.66;244.31;236.19;224.84;221.1;224.8;231.3;239.98;253.92;281.03;285.94;263.27;242.06;234.69;221.56
08.03.2023;218.43;209.43;204.73;200.05;200.07;215.43;246.6;273.93;273.78;258.66;244.31;236.19;224.84;221.1;224.8;231.3;239.98;253.92;281.03;285.94;263.27;242.06;234.69;221.56
09.03.2023;218.43;209.43;204.73;200.05;200.07;215.43;246.6;273.93;273.78;258.66;244.31;236.19;224.84;221.1;224.8;231.3;239.98;253.92;281.03;285.94;263.27;242.06;234.69;221.56
10.03.2023;213.54;205.44;200.18;196.96;197.52;211.66;241.52;260.69;259.47;252.49;238.53;232.98;221.13;218.05;220.9;225.18;231.29;243.43;259.44;261.53;250.36;234.78;227.54;216.81
11.03.2023;216.64;210.51;204.3;201.35;196.91;201.11;209.28;215.56;221.27;218.54;209.12;201.51;191.82;184.12;185.02;192.07;201.28;224.34;240.44;240.96;232.01;216.92;210.28;200.93
12.03.2023;194.24;183.57;176.59;167.85;163.45;163.99;171.86;175.47;177.69;180.28;167.23;162.98;163.08;147.79;141.66;153.9;170.17;208.9;237.02;246.14;238.12;222.53;215.23;204.7
13.03.2023;193.24;184.01;179.31;175.43;178.31;198.63;236.09;268.28;269.14;251.33;236.38;230.47;220.84;217.51;220.39;225.31;234.22;253;287.41;291.65;266.01;242.05;231.87;220.17
14.03.2023;218.23;208.75;204.92;199.75;199.8;215.18;248.44;275.42;275.7;256.08;239.31;231.52;221.14;217.11;220.5;227.67;237.19;255.61;286.28;298.35;268.07;243.43;235.11;220.89
15.03.2023;218.23;208.75;204.92;199.75;199.8;215.18;248.44;275.42;275.7;256.08;239.31;231.52;221.14;217.11;220.5;227.67;237.19;255.61;286.28;298.35;268.07;243.43;235.11;220.89
16.03.2023;218.23;208.75;204.92;199.75;199.8;215.18;248.44;275.42;275.7;256.08;239.31;231.52;221.14;217.11;220.5;227.67;237.19;255.61;286.28;298.35;268.07;243.43;235.11;220.89
17.03.2023;220.2;212.11;206.05;204.03;204.46;218.8;247.86;266.98;266.43;256.75;243.52;237.58;225.88;222.35;225.33;230.24;235.1;249.33;267.16;274.17;256.43;242.19;233.5;222.76
18.03.2023;221.29;214.24;207.94;204.86;200.36;204.17;213.31;218.67;224.41;218.49;206.98;197.49;188.18;179.44;179.2;184.65;196.87;223.26;243.54;246.81;237.12;222.39;213.94;204.55
19.03.2023;199.42;187.35;183.16;173.73;170.12;170.65;176.17;178.86;178.49;175.87;160.04;155.2;156.45;133.82;122.08;135.92;150.56;195.89;229.49;244.46;238.29;223.26;217.14;208.07
20.03.2023;196.05;187.38;183.12;179.8;182.86;202.85;241.23;274.41;276.3;257.18;243.02;234.35;223.86;218.87;220.91;224.79;233.1;253.02;289.39;298.13;272.47;249.12;236.15;223.17
21.03.2023;224.66;214.11;209.41;204.25;203.97;220.07;256.48;285.97;289.39;266.51;248.58;240.6;230;224.81;226.02;231.46;239.5;259.03;291.81;309.03;277.3;251.97;241.84;227.29
22.03.2023;224.66;214.11;209.41;204.25;203.97;220.07;256.48;285.97;289.39;266.51;248.58;240.6;230;224.81;226.02;231.46;239.5;259.03;291.81;309.03;277.3;251.97;241.84;227.29
23.03.2023;224.66;214.11;209.41;204.25;203.97;220.07;256.48;285.97;289.39;266.51;248.58;240.6;230;224.81;226.02;231.46;239.5;259.03;291.81;309.03;277.3;251.97;241.84;227.29
24.03.2023;229.7;219.5;212.97;210.5;210.92;225.82;256.36;275.63;280.24;279.49;261.15;252.44;241.14;237.28;236.6;238.32;242.59;256.45;275.02;285.44;266.16;251.11;242.38;233.34
25.03.2023;224.76;216.59;209.85;206.51;201.16;203.99;214.32;220.75;227.29;220.46;208.12;198.52;189.52;178.63;176.28;177.81;190.02;218.39;242.63;251.69;243.99;229.39;220.62;212.05
26.03.2023;213.23;200.95;;185.7;181.72;182.96;188.85;190.01;191.3;188.4;174.98;177.26;178.76;156.17;143.02;152.12;161.63;197.27;233.13;251.79;248.62;235.74;231.73;222.04
27.03.2023;212.57;203.61;199.35;197.11;199.69;218.53;253.27;286.69;300.13;276.78;258.97;251.05;240.25;233.34;234.12;235.38;242.65;262.22;296.26;311.34;285.83;264.23;251.6;238.39
28.03.2023;228.22;217.01;211.74;206.57;206.13;222.44;259.1;288.08;296.43;276.37;257.59;249.06;237.74;231.54;230.04;233.44;240.81;258.42;285.88;308.17;281.1;257.96;246.42;231.5
29.03.2023;228.22;217.01;211.74;206.57;206.13;222.44;259.1;288.08;296.43;276.37;257.59;249.06;237.74;231.54;230.04;233.44;240.81;258.42;285.88;308.17;281.1;257.96;246.42;231.5
30.03.2023;228.22;217.01;211.74;206.57;206.13;222.44;259.1;288.08;296.43;276.37;257.59;249.06;237.74;231.54;230.04;233.44;240.81;258.42;285.88;308.17;281.1;257.96;246.42;231.5
31.03.2023;225.3;215.41;209.72;206.74;206.95;220.77;250.99;270.49;280.73;279.86;263.12;253.95;241.57;235.7;232.26;231.91;236.06;247.89;264.97;281.54;265.61;249.37;239.39;229.41
01.04.2023;176.39;170.54;165.48;161.44;158.58;161;168.17;175.7;179.82;174.01;164.42;157.58;150.58;140.58;136.13;136.24;144.43;166.19;186.57;196.66;193.58;183.35;176.75;169.98
02.04.2023;169.15;159.85;156.92;149.24;145.51;146.55;150.27;150.23;151.5;148.29;137.88;139.17;139.63;114.78;99.89;104.01;111.06;146.96;177.62;195.53;195.43;187.16;182.54;173.06
03.04.2023;166.4;159.51;154.84;152.13;155.61;169.63;198.68;224.69;262.84;243.36;228.69;220.37;210.21;201.4;199.33;200.12;205.89;219.82;246.21;263.24;223.56;208.67;198.44;186.48
04.04.2023;175.11;166.59;162.46;158.77;158.61;170.38;201.22;225.26;260.46;241.98;222.69;213.33;202.81;195.82;191.72;193.46;199.42;216.03;240.5;263.7;220.56;202.8;191.57;179.02
05.04.2023;175.11;166.59;162.46;158.77;158.61;170.38;201.22;225.26;260.46;241.98;222.69;213.33;202.81;195.82;191.72;193.46;199.42;216.03;240.5;263.7;220.56;202.8;191.57;179.02
06.04.2023;175.11;166.59;162.46;158.77;158.61;170.38;201.22;225.26;260.46;241.98;222.69;213.33;202.81;195.82;191.72;193.46;199.42;216.03;240.5;263.7;220.56;202.8;191.57;179.02
07.04.2023;167.72;148.46;133.7;125.33;123.96;138.08;150.83;170.82;215.13;212.06;207.24;210.67;200.95;189.76;184.5;172.07;170.22;178.91;204.37;221.1;198.3;189.92;183.31;165.64
08.04.2023;177.37;170.7;166.17;161.22;158.75;160.84;167.34;173.92;177.58;171.5;161.35;152.63;143.45;131.74;123.3;124.55;133.33;157.96;182.61;195.3;194.91;186.19;179.21;172.35
09.04.2023;154.87;118.99;99.45;89.22;91.32;96.39;85.4;98.25;122.31;145.21;140.64;139.03;124.57;103.67;77.49;72.18;86.98;132.84;178.25;218.51;239.62;236.02;233.77;216.29
10.04.2023;125.69;96.58;80.72;72.41;74.12;78.23;69.32;79.74;123.93;147.13;142.5;140.87;126.22;105.04;78.51;73.13;88.13;134.59;180.61;221.4;194.49;191.56;189.74;175.55
11.04.2023;174.08;165.35;160.83;157.84;157.8;169.17;202.3;226.44;264.65;243.93;223.97;214.26;203.07;195.13;188.53;188.6;193.86;210.45;235.06;258.34;220.71;204.39;193.06;179.23
12.04.2023;174.08;165.35;160.83;157.84;157.8;169.17;202.3;226.44;264.65;243.93;223.97;214.26;203.07;195.13;188.53;188.6;193.86;210.45;235.06;258.34;220.71;204.39;193.06;179.23
13.04.2023;174.08;165.35;160.83;157.84;157.8;169.17;202.3;226.44;264.65;243.93;223.97;214.26;203.07;195.13;188.53;188.6;193.86;210.45;235.06;258.34;220.71;204.39;193.06;179.23
14.04.2023;185.53;176.39;172.72;169.06;168.85;179.6;207.22;226.01;264.61;259.5;240.94;229.4;218.41;209.9;203.02;200.41;204.35;215.14;232.78;253.02;217.47;205.91;195.54;185.2
15.04.2023;177.41;168.45;163.51;157.7;154.88;157.57;164.18;172.58;177.22;171.54;160.11;151.44;140.63;125.54;112.65;113.67;125.68;150.69;177.77;192.73;194.8;186.74;181.26;173.32
16.04.2023;176.56;166;161.74;151.96;146.76;145.74;148.05;147.33;152.63;150.35;140.12;141.79;136.86;113.65;102.7;103.28;106.29;132.51;169.81;192.97;199.29;193.36;188.05;175.52
17.04.2023;168.76;161.17;156.45;155.12;158.01;172.62;207.57;239.4;289.84;259.05;241.05;233.05;218.18;206.64;196.83;195.03;199.88;219.13;245.19;269.57;234.58;220.48;208.09;194.94
18.04.2023;179.01;169.34;164.02;160.95;161.11;173.26;206.86;231.67;274.95;254.56;235.5;225.29;213.1;203.31;195.07;193.05;197.3;212.81;237.24;258.46;224.62;210.84;198.43;183.81
19.04.2023;179.01;169.34;164.02;160.95;161.11;173.26;206.86;231.67;274.95;254.56;235.5;225.29;213.1;203.31;195.07;193.05;197.3;212.81;237.24;258.46;224.62;210.84;198.43;183.81
20.04.2023;179.01;169.34;164.02;160.95;161.11;173.26;206.86;231.67;274.95;254.56;235.5;225.29;213.1;203.31;195.07;193.05;197.3;212.81;237.24;258.46;224.62;210.84;198.43;183.81
21.04.2023;187.81;176.86;173.62;169.38;169.04;180.53;210.12;229.71;273.86;267.99;247.22;235.54;224.08;214.26;206.21;201.6;206.01;215.48;235.09;254.88;222.15;211.48;200.79;188.03
22.04.2023;180.03;168.79;163.58;156.92;154.1;157.27;163.72;172.67;177.98;173.23;162.2;154.57;144.27;126.84;112.58;114.2;125.52;150.09;177.1;194.34;198.78;191.94;187.74;178.66
23.04.2023;179.29;167.24;161.51;151.53;145.99;145.25;146.22;146.25;153.39;152.88;145.27;146.65;139.7;119.04;108.64;103.39;107.43;132.23;172.69;195.56;203.48;199.31;195.01;181.2
24.04.2023;174.25;166.11;160.94;159.92;162.56;177.34;213.38;242.17;295.36;263.63;243.87;237.34;222.9;210.63;199.67;198.28;203.26;223.52;250.65;275.29;238.91;224.75;212.41;196.88
25.04.2023;179.21;168.76;162.86;158.82;158.88;171.91;206.14;230.38;273.93;254.16;234.53;224.56;212.24;202.52;194.56;192.5;198;214.46;238.88;259.88;226.9;214.66;202.65;187.85
26.04.2023;179.21;168.76;162.86;158.82;158.88;171.91;206.14;230.38;273.93;254.16;234.53;224.56;212.24;202.52;194.56;192.5;198;214.46;238.88;259.88;226.9;214.66;202.65;187.85
27.04.2023;179.21;168.76;162.86;158.82;158.88;171.91;206.14;230.38;273.93;254.16;234.53;224.56;212.24;202.52;194.56;192.5;198;214.46;238.88;259.88;226.9;214.66;202.65;187.85
28.04.2023;186.38;176.2;172.92;168.7;168.72;180.7;209.43;229.07;271.59;254.51;236.68;226.72;216.28;204.8;197;192.31;197.12;208.68;229.8;251.34;221.36;211.49;200.08;185.58
29.04.2023;181.17;169.48;164;157.31;155.17;158.91;164.91;172.64;176.46;171.04;159.66;151.52;141.12;123.3;107.94;110.5;122.65;147.6;174.15;191.49;196.8;190.72;186.1;175.95
30.04.2023;167.17;152.88;145.7;136.46;130.68;129.31;129.28;128.26;134.96;141.3;131.82;127.46;119.44;97.21;87.35;83.43;86.81;122.56;159.33;185.9;194.59;190.4;185.3;171.42
01.05.2023;135.06;124.19;118.02;114.66;113.42;117.67;128.7;137.76;160.89;162.37;155.77;156.98;157.03;151.35;148.6;146.38;150.33;161.39;169.11;173.65;155.39;155.7;154.01;142.68
02.05.2023;161.81;152.16;146.77;142.89;142.94;154.68;186.9;208.12;233.62;215.64;199.91;192.06;181.59;173.93;167.12;165.13;169.21;183.38;205.04;223.02;205.42;194.84;184.1;170.39
03.05.2023;161.81;152.16;146.77;142.89;142.94;154.68;186.9;208.12;233.62;215.64;199.91;192.06;181.59;173.93;167.12;165.13;169.21;183.38;205.04;223.02;205.42;194.84;184.1;170.39
04.05.2023;161.81;152.16;146.77;142.89;142.94;154.68;186.9;208.12;233.62;215.64;199.91;192.06;181.59;173.93;167.12;165.13;169.21;183.38;205.04;223.02;205.42;194.84;184.1;170.39
05.05.2023;170.4;161.03;157.29;153.02;153.47;165.02;191.45;207.73;232.53;216.76;201.45;194.31;186.31;177.07;169.59;165.54;168.84;180.48;200.07;216.04;198.86;191.99;182.52;169.57
06.05.2023;165.52;155.02;149.97;143.94;141.35;143.65;148.17;154.39;156.88;150.96;140.13;132.5;124.25;107.53;94.5;97.23;109.87;133.65;158.56;174.9;179.12;173.98;169.79;159.7
07.05.2023;148.04;134.58;127.39;118.41;113.2;111.71;110.46;108.8;114.38;118.25;108.23;103.09;96.1;79.69;73.19;70.62;77.32;108.05;143.6;167.91;176.87;173.61;168.75;156.36
08.05.2023;144.54;136.49;132.21;130.63;132.36;145.96;182.21;206.21;232.54;207.32;193.5;188.89;176.86;167.4;159.45;158.97;163.98;185.3;209.52;231.23;214.24;201.74;188.94;173.28
09.05.2023;162.11;152.14;146.06;142.55;142.93;154.71;185.71;205.89;229.09;211.92;198.19;192.08;182.18;174.21;168.83;166.75;170.7;184.97;206.27;224.53;207.16;196.96;186.52;171.9
10.05.2023;162.11;152.14;146.06;142.55;142.93;154.71;185.71;205.89;229.09;211.92;198.19;192.08;182.18;174.21;168.83;166.75;170.7;184.97;206.27;224.53;207.16;196.96;186.52;171.9
11.05.2023;162.11;152.14;146.06;142.55;142.93;154.71;185.71;205.89;229.09;211.92;198.19;192.08;182.18;174.21;168.83;166.75;170.7;184.97;206.27;224.53;207.16;196.96;186.52;171.9
12.05.2023;165;154.24;149.65;144.14;144.65;156.42;183.7;199.86;223.38;206.01;191.58;184.65;178.49;169.81;162.84;157.94;161.24;173.1;192.53;208.68;191.69;185.78;177.2;163.22
13.05.2023;157.08;145.73;140.9;134.28;132.67;134.78;137.03;143.16;145.7;141.13;134.18;129.02;125.59;107.85;99.01;99.51;112.79;127.44;152.03;169.95;175.36;171.9;169;157.57
14.05.2023;143.85;129.13;123.13;113.2;108.52;106.7;104.14;102.92;107.13;110.26;100.43;94.43;88.75;73.42;67.27;63.64;73.49;104.45;140.39;166.42;175.31;174.19;170.5;157.82
15.05.2023;141.73;134.28;130.45;127.82;130;142.87;175.36;195.54;216.56;198.5;186.82;182.66;173.65;166.17;161.74;160.98;166.05;184.84;205.92;222.01;204.71;195.61;185.2;169.11
