DWH_REFERENZPREISE_DE;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
22.03.2023;77.06;73.19;73.5;69.05;66.67;74.03;92.03;109.01;110.21;82.37;58.35;33.29;22.93;16.99;39.43;68.41;81.12;100.62;119.25;139.85;125.31;108.41;99.9;83.29
23.03.2023;68.05;65.89;55.29;45.94;33.17;55.78;80.64;92.22;95;72.8;40.74;35.68;36.52;37.19;51.28;55.28;89.9;119.45;136.86;144.38;122.12;92.65;88.85;77.35
24.03.2023;55.12;43.8;40.67;40.18;35.07;40.19;62.44;81.23;81.23;62.36;36.95;25.28;11.47;3.99;2.07;5.84;29.59;79.53;101.02;116.23;96.92;82.5;76.2;64.9
25.03.2023;15.3;0.97;0.11;0.08;0.29;0.1;3.53;7.72;5.93;0.06;-0.06;-1.18;-3.62;-6.02;-5.38;-0.87;-0.02;23.9;60;77.04;60;41.84;38.91;33.36
26.03.2023;39.66;39.23;;40.12;40.88;41.42;63.49;73.09;77.24;79.6;78.58;76;61.89;55.44;50.46;46.02;48.35;77.09;106.65;117.86;112.59;104.63;99.42;94.64
27.03.2023;96;93.15;87.48;83.99;84.9;92.85;115;142.99;151.31;118.76;94.85;80.93;68.26;54.91;42.74;46.16;49.62;74.37;95.95;124.38;116.07;105.99;103.52;91.46
28.03.2023;78.68;82.3;84.67;92.83;92.5;99.44;130.05;159.92;159.92;127.14;104.28;94.89;94.84;92.99;91.76;94.67;96.22;108.59;136.87;160.98;161;133.02;127.09;110.98
29.03.2023;97.53;95.1;97.13;98.78;98.18;99.2;117.04;144.13;152;144.17;130.03;119.05;110.98;105.6;101.55;104.94;106.2;128.15;145.41;149.87;132.28;114.92;109.9;94.8
30.03.2023;89.71;82.25;80.75;78.77;77.91;76.8;89.77;119.37;129.3;110;90.66;80;64.83;25.59;5.75;10.05;39.62;72.44;97.55;120;119.37;103.28;100.05;90.76
31.03.2023;65.13;64.9;57.1;48.62;68.84;79.97;111.72;132.12;137.64;132.19;124.2;119.67;103.77;97.14;93.05;94.72;101.89;103.51;114.97;115.56;109.98;98.83;86.73;80
01.04.2023;82.19;63.9;53.84;38.83;36.05;35.33;34.36;51.71;61.16;60.41;49.57;46.09;40.96;38.62;33.5;36.37;40.57;52.06;84.89;90.89;84.89;75.6;79.95;66.64
02.04.2023;69.59;60.46;58.51;60.46;58.51;60.46;58.72;70.08;75.55;66.09;51.66;50.24;42.64;26.07;14.21;14.79;31.85;41.74;100.41;130;131.5;120.6;112.68;109.12
03.04.2023;108.53;107.68;108.04;103.9;100.43;110.07;139.22;167.54;163.79;128.38;103.8;88.76;80.98;74.9;71.66;78.91;82;100.35;133.77;158.11;156.25;142.94;132.02;113.12
04.04.2023;110.85;110;113.68;115.42;116.64;121.91;145.35;180.38;178.53;147.63;118.43;112.02;108.86;108.12;107.31;108.71;112.73;122;147.1;180;177.32;155.56;141.19;129.93
05.04.2023;127.51;118.26;119.61;118.25;124.99;134.46;165.82;207.92;179.74;142.16;119.6;115;113.59;113.84;113.81;113.59;116.3;135.61;156.52;199.56;191.68;164.98;151.39;139.13
06.04.2023;135.54;124.12;120;115.33;114.85;124.91;142.51;161.63;155.96;129.45;114.63;105.1;104.02;103.1;106.01;108.13;109.87;121.16;140;150;144.08;129.43;115.38;107.62
07.04.2023;100.31;98.73;100.07;101.79;103.15;106.95;102.94;106.66;110.74;103.95;101.76;100.9;91.96;86.77;85;92.12;100.81;107.74;127.78;138.55;135.07;135;136.6;131.78
08.04.2023;123.85;113.74;114.26;110.75;110.78;112.16;114.74;129.35;133.2;129.35;114.74;106.95;101.84;99;95.36;94.4;98.12;107;121.9;135.01;139.77;137.31;134.9;126.98
09.04.2023;97.57;85.29;82.42;80.79;83.66;83.26;89.3;98.33;99.59;87.06;78.3;69.97;65.83;59.71;57.25;61.24;64.34;88.01;124.95;148.08;147.29;135.95;127.96;118.31
10.04.2023;80.66;70.38;67.17;66.56;66.91;65.55;77.52;93;92.62;86.46;83.4;76.28;69.92;59.82;52.45;53.22;61.75;84.96;115.51;130.92;132.51;113.3;103.64;88.49
11.04.2023;86.98;80.69;79.34;78.43;82.21;97.38;130.61;163.17;166;146.88;130.93;119.06;104.35;99.01;97.35;101.48;108.63;133.4;160.27;172.65;168.64;159.76;152.62;138.32
12.04.2023;112.4;105.24;100.94;99.24;99.76;112.31;135.6;162.25;165.55;144.9;124.33;110.69;101.86;96.68;98.56;101.96;111.08;129.39;152.74;162.05;150.25;131.12;124.43;110.17
13.04.2023;92.63;84.77;81.3;79.72;82.16;94.03;117.28;137.16;138.59;119.13;103.06;90.6;82.35;72.91;72.65;76.14;85.6;103.27;124.71;138.35;135.35;123.85;117.48;101.85
14.04.2023;82.27;78.25;75.71;74.79;78.79;89.57;112.72;134.12;151.58;119.93;110.02;103.28;95.05;89.43;88.92;93.65;100.61;113.46;133.79;152.33;134.38;117.43;109.18;96.72
15.04.2023;93.42;84.73;80.05;77.54;76.2;78.4;81.56;88.43;91.85;85.82;69.47;61.64;54.98;47.68;44.14;50.03;59.42;79.09;102.51;118.89;117.21;103.82;98.14;87.09
16.04.2023;87.59;76.41;74.47;72.84;72.99;71.48;70.27;73.42;75.83;70.7;62.74;58.53;52.45;26.12;8.23;14.28;36.58;59.89;93.16;117.06;122.82;113.18;109.98;98.88
17.04.2023;95.9;90.85;90.55;87.5;88.73;100.72;134.22;155.36;154.34;131.33;110.32;97.65;85.09;67.63;57.36;62.28;71.59;100.81;130.14;151.55;154.85;139.02;125.32;105.4
18.04.2023;102.25;98.82;96.63;96.07;98.86;107.77;136.68;158.36;153.42;129.15;110.84;102.11;93.12;85.22;81.42;85.46;89.92;108.52;129.6;152.58;157.13;137.21;124.44;108.06
19.04.2023;102.25;98.82;96.63;96.07;98.86;107.77;136.68;158.36;153.42;129.15;110.84;102.11;93.12;85.22;81.42;85.46;89.92;108.52;129.6;152.58;157.13;137.21;124.44;108.06
20.04.2023;102.25;98.82;96.63;96.07;98.86;107.77;136.68;158.36;153.42;129.15;110.84;102.11;93.12;85.22;81.42;85.46;89.92;108.52;129.6;152.58;157.13;137.21;124.44;108.06
21.04.2023;91.2;87.82;86.26;86.71;89.48;100.17;123.94;148.02;152.07;120.57;112.19;105.25;97.62;91.56;90.58;93.26;98.62;111.3;131.85;150.91;150.22;133.64;124.52;111.08
22.04.2023;102.82;94.09;91.27;89.38;88.09;90.39;95.02;102.53;108.35;102.24;86.62;79.14;74.9;65.2;59.86;60.85;68.21;87.96;113.68;133.14;134.61;121.42;113.21;100.31
23.04.2023;97.52;84.78;81.65;79.99;80.99;79.43;77.49;79.73;82.56;76.9;70.14;67.57;63.62;34.29;12.45;17.63;38.25;68.15;101.83;125.87;134.71;126.07;121.46;107.28
24.04.2023;95.07;89.7;89.2;86.25;87.91;99.3;131.82;152.88;167.11;142.13;119.29;107.72;95.8;77.84;67.99;71.37;80.78;110.42;137.98;159.25;151.22;136.13;122.45;101.61
25.04.2023;97.59;94.14;91.65;91.13;94.02;102.95;131.16;152.09;158.91;132.18;112.89;104.63;94.94;86.63;81.39;86.16;91.29;113.42;136.25;160.99;155.92;137.21;124.36;108.98
26.04.2023;97.59;94.14;91.65;91.13;94.02;102.95;131.16;152.09;158.91;132.18;112.89;104.63;94.94;86.63;81.39;86.16;91.29;113.42;136.25;160.99;155.92;137.21;124.36;108.98
27.04.2023;97.59;94.14;91.65;91.13;94.02;102.95;131.16;152.09;158.91;132.18;112.89;104.63;94.94;86.63;81.39;86.16;91.29;113.42;136.25;160.99;155.92;137.21;124.36;108.98
28.04.2023;100.49;96.79;94.91;94.34;96.37;106.24;129.44;153.43;167.67;131.64;122.17;115.18;107.01;99.91;98.81;102.08;108.54;121.06;143.17;166.04;155.98;140.46;130.94;117.7
29.04.2023;109.74;99.19;96.62;94.2;93.57;94.44;98.44;104.12;108.92;102.39;87.81;81.12;76.87;67.54;61.48;61.34;68.26;87.74;109.5;127.89;131.35;121.66;113.19;100.25
30.04.2023;93.04;80.33;76.71;74.53;75.3;74.74;72.64;74.4;76.36;75.99;62.83;59.82;53.21;33.2;17.16;15.8;32.03;64.59;99.01;124.05;134.07;128.84;123.54;109.98
01.05.2023;41.09;39.44;37.46;34.53;34.58;35.43;31.67;34.51;37.83;40.14;38.89;39.98;37.6;31.55;30.99;29.66;31.21;51.54;78.81;111.74;85.35;82.8;81.33;61.37
02.05.2023;114.75;109.6;106.01;104.35;106.66;116.87;146.36;168.1;162.42;137.55;117.88;108.19;96.8;87.12;81.58;86.26;93.17;116.31;139.09;162.19;169.93;153.55;140.59;125.42
03.05.2023;114.75;109.6;106.01;104.35;106.66;116.87;146.36;168.1;162.42;137.55;117.88;108.19;96.8;87.12;81.58;86.26;93.17;116.31;139.09;162.19;169.93;153.55;140.59;125.42
04.05.2023;114.75;109.6;106.01;104.35;106.66;116.87;146.36;168.1;162.42;137.55;117.88;108.19;96.8;87.12;81.58;86.26;93.17;116.31;139.09;162.19;169.93;153.55;140.59;125.42
05.05.2023;123.87;118.87;116.07;114.44;115.69;126.18;150.25;173.29;178.3;145.01;132.51;120.48;108.99;98.18;91.14;92.58;97.78;114.52;141.06;163.32;162.8;149.63;140.95;126.82
06.05.2023;122.25;109.72;107.74;104.5;105.43;106.64;112.02;117.84;121.75;113.12;98.19;90.95;86.55;73.7;65.99;69.24;78.79;103.82;126.52;146.78;151.28;143.02;134.22;120.28
07.05.2023;109.16;97.86;92.67;87.88;86.46;86.43;82.83;84.36;86.99;84.25;68.02;64.28;57.47;30.88;9.4;9.18;31.77;71.81;110.96;133.07;142.65;137.47;132.05;116.09
08.05.2023;106.7;99.71;97.78;94.7;95.14;108.87;146.36;169.1;175.65;149.83;129.41;118.68;106.16;89.62;79.45;81.79;91.34;121.29;147.38;168.13;172.65;158.89;144.14;124.53
09.05.2023;116.52;110.31;106.29;104.13;106.17;115.96;144.8;165.05;157.91;136.96;118.78;109.34;99.42;89.59;84.12;88.13;94.36;115.82;137.5;159.06;169.12;154.96;141.98;126.09
10.05.2023;116.52;110.31;106.29;104.13;106.17;115.96;144.8;165.05;157.91;136.96;118.78;109.34;99.42;89.59;84.12;88.13;94.36;115.82;137.5;159.06;169.12;154.96;141.98;126.09
11.05.2023;116.52;110.31;106.29;104.13;106.17;115.96;144.8;165.05;157.91;136.96;118.78;109.34;99.42;89.59;84.12;88.13;94.36;115.82;137.5;159.06;169.12;154.96;141.98;126.09
12.05.2023;122.82;114.66;110.7;107.5;108.03;120.54;144.09;161.4;157.98;137.96;123.43;110.73;100.13;88.91;80.63;80.88;87.46;105;127.94;143.48;152.23;144.13;137.64;122.1
13.05.2023;110.75;98.63;94.56;91.23;91.86;92.28;95.9;102.39;104.15;94.13;80.64;68.32;63.46;51.52;43.44;46.28;55.06;84.58;113.52;136.07;142.01;136.87;130.97;115.79
14.05.2023;100.11;89.47;83.59;76.61;75.05;73.28;67.82;71.36;71.66;66.92;48.4;46.07;38.49;13.81;-2.89;0.38;21.05;64.07;109.63;132.05;142.52;138.81;134.02;116.9
15.05.2023;109.12;101.79;98.57;96.89;97.68;109.54;141.78;162.73;161.44;141.69;126.15;120.82;113.61;108.48;105.13;104.86;107.83;124.85;143.66;160.69;171.3;158.74;145.99;126.85
16.05.2023;116.49;109.91;105.68;103.55;105.36;116.12;144.63;163.81;154.85;137.61;122.78;116.35;107.25;98.68;93.13;95.21;100.29;117.85;136.4;154.76;167.73;155.86;144.31;126.96
